## ACC-07 -- extension-only activity keeps the host session alive
ACC07-XCODEBUILD-EXIT: 0
getpwuid_r did not find a match for uid 501
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-08-20 10:23:13.452410+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=silent stage=lazy-check status=unlocked
2026-08-20 10:23:13.452567+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=unlocked
2026-08-20 10:23:13.457543+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 10:23:13.462928+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=cache-lookup status=ok
2026-08-20 10:23:13.468284+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 10:23:13.473091+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=sessionkey status=ok
2026-08-20 10:23:13.474323+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=decrypt status=ok
2026-08-20 10:23:13.475551+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=matcher status=accepted
2026-08-20 10:23:13.475573+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=fill status=ok
2026-08-20 10:23:13.476178+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=activity-refresh writer=extension
2026-08-20 10:23:13.726290+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 10:23:13.742237+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 10:23:13.742263+0200 0x7d8d7b   Default     0x0                  8973   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=self-heal status=ok record=e41-lock-item-41-07
2026-08-20 10:23:57.153364+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=silent stage=lazy-check status=unlocked
2026-08-20 10:23:57.153383+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=unlocked
2026-08-20 10:23:57.158621+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 10:23:57.163833+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=cache-lookup status=ok
2026-08-20 10:23:57.167652+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 10:23:57.172380+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=sessionkey status=ok
2026-08-20 10:23:57.172429+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=decrypt status=ok
2026-08-20 10:23:57.173390+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=matcher status=accepted
2026-08-20 10:23:57.173405+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=fill status=ok
2026-08-20 10:23:57.174040+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=activity-refresh writer=extension
2026-08-20 10:23:57.434551+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 10:23:57.454544+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 10:23:57.454569+0200 0x7d976b   Default     0x0                  9446   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=self-heal status=ok record=e41-lock-item-41-07
2026-08-20 10:24:40.603048+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=silent stage=lazy-check status=unlocked
2026-08-20 10:24:40.603068+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=unlocked
2026-08-20 10:24:40.608176+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 10:24:40.612999+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=cache-lookup status=ok
2026-08-20 10:24:40.617078+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 10:24:40.621758+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=sessionkey status=ok
2026-08-20 10:24:40.621811+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=decrypt status=ok
2026-08-20 10:24:40.622820+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=matcher status=accepted
2026-08-20 10:24:40.622840+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=fill status=ok
2026-08-20 10:24:40.623449+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=activity-refresh writer=extension
2026-08-20 10:24:40.855465+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 10:24:40.872497+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 10:24:40.872518+0200 0x7da046   Default     0x0                  9927   0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=self-heal status=ok record=e41-lock-item-41-07
2026-08-20 10:24:47.115925+0200 0x7da1b8   Default     0x0                  10033  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-launch-read writer=extension bootMatch=true

## ACC-06 -- expiry deletes the real Keychain entry; fresh unlock recreates it (also this task's forward-clock leg: real elapsed time causing real expiry)
ACC06-XCODEBUILD-EXIT: 0
getpwuid_r did not find a match for uid 501
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-08-20 10:25:16.348407+0200 0x7daaf1   Default     0x0                  10365  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-launch-read writer=extension bootMatch=true
2026-08-20 10:25:16.778201+0200 0x7daaf1   Default     0x0                  10365  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=secretA digest=ea5c7cb76c60978094112e51bd336353c91b450548519d35d0c5b32bef2cc6ea
2026-08-20 10:25:16.784796+0200 0x7daaf1   Default     0x0                  10365  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=cache itemId=e41-lock-item-41-07
2026-08-20 10:25:17.082365+0200 0x7daaf1   Default     0x0                  10365  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 10:25:17.096832+0200 0x7daaf1   Default     0x0                  10365  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 10:25:17.096935+0200 0x7daaf1   Default     0x0                  10365  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=identity
2026-08-20 10:25:22.735696+0200 0x7dac4f   Default     0x0                  10414  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-launch-read writer=extension bootMatch=true
2026-08-20 10:25:23.219841+0200 0x7dac4f   Default     0x0                  10414  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=host-unlock stage=lazy-check status=unlocked
2026-08-20 10:25:23.760897+0200 0x7dac4f   Default     0x0                  10414  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-unlock bootSessionId=73E495F0-1521-4620-8FEA-6D4063FA82CB
2026-08-20 10:25:31.493755+0200 0x7dac4f   Default     0x0                  10414  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=host-foreground stage=lazy-check status=unlocked
2026-08-20 10:25:31.494116+0200 0x7dac4f   Default     0x0                  10414  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=activity-refresh writer=host
2026-08-20 10:26:51.333182+0200 0x7dbf7a   Default     0x0                  11547  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-delete status=0
2026-08-20 10:26:51.334032+0200 0x7dbf7a   Default     0x0                  11547  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=silent stage=lazy-check status=expired
2026-08-20 10:26:51.334049+0200 0x7dbf7a   Default     0x0                  11547  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=locked
2026-08-20 10:26:51.370744+0200 0x7dbf7a   Default     0x0                  11547  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-delete status=-25300
2026-08-20 10:26:51.370770+0200 0x7dbf7a   Default     0x0                  11547  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=interactive stage=lazy-check status=expired
2026-08-20 10:26:51.370779+0200 0x7dbf7a   Default     0x0                  11547  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=lock-check status=locked
2026-08-20 10:26:57.749837+0200 0x7dc1fd   Default     0x0                  11618  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-launch-read writer=none
2026-08-20 10:26:58.237831+0200 0x7dc1fd   Default     0x0                  11618  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=host-unlock stage=lazy-check status=expired
2026-08-20 10:26:58.726240+0200 0x7dc1fd   Default     0x0                  11618  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-unlock bootSessionId=73E495F0-1521-4620-8FEA-6D4063FA82CB
2026-08-20 10:27:07.124096+0200 0x7dc1fd   Default     0x0                  11618  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=host-foreground stage=lazy-check status=unlocked
2026-08-20 10:27:07.124696+0200 0x7dc1fd   Default     0x0                  11618  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=activity-refresh writer=host
2026-08-20 10:27:21.587394+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=silent stage=lazy-check status=unlocked
2026-08-20 10:27:21.587414+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=unlocked
2026-08-20 10:27:21.592058+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 10:27:21.597729+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=cache-lookup status=ok
2026-08-20 10:27:21.601106+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 10:27:21.602247+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=sessionkey status=ok
2026-08-20 10:27:21.603579+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=decrypt status=ok
2026-08-20 10:27:21.604553+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=matcher status=accepted
2026-08-20 10:27:21.604568+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=fill status=ok
2026-08-20 10:27:21.605119+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=activity-refresh writer=extension
2026-08-20 10:27:21.840299+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 10:27:21.856718+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 10:27:21.856745+0200 0x7dc874   Default     0x0                  11918  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=self-heal status=ok record=e41-lock-item-41-07

## Backward-clock -- a future-dated marker (the rewound-clock model, see AutoFillLockE41TestHook.swift) must not resurrect a session
BACKWARD-XCODEBUILD-EXIT: 0
getpwuid_r did not find a match for uid 501
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-08-20 10:27:49.020864+0200 0x7dd1d6   Default     0x0                  12371  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-launch-read writer=extension bootMatch=true
2026-08-20 10:27:49.438236+0200 0x7dd1d6   Default     0x0                  12371  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=secretA digest=f1c9d431f5fcf34cbadc476b447dab8388ee0dd8c61d3cce18bbb5a71f33358c
2026-08-20 10:27:49.447197+0200 0x7dd1d6   Default     0x0                  12371  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=cache itemId=e41-lock-item-41-07
2026-08-20 10:27:49.835713+0200 0x7dd1d6   Default     0x0                  12371  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 10:27:49.848524+0200 0x7dd1d6   Default     0x0                  12371  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 10:27:49.848650+0200 0x7dd1d6   Default     0x0                  12371  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=identity
2026-08-20 10:27:55.368500+0200 0x7dd44e   Default     0x0                  12499  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-launch-read writer=extension bootMatch=true
2026-08-20 10:27:55.840057+0200 0x7dd44e   Default     0x0                  12499  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=host-unlock stage=lazy-check status=unlocked
2026-08-20 10:27:56.342958+0200 0x7dd44e   Default     0x0                  12499  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-unlock bootSessionId=73E495F0-1521-4620-8FEA-6D4063FA82CB
2026-08-20 10:28:04.660185+0200 0x7dd44e   Default     0x0                  12499  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=host-foreground stage=lazy-check status=expired
2026-08-20 10:28:04.660616+0200 0x7dd44e   Default     0x0                  12499  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=explicit-lock
2026-08-20 10:28:19.463995+0200 0x7dd92a   Default     0x0                  12725  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-delete status=-25300
2026-08-20 10:28:19.464018+0200 0x7dd92a   Default     0x0                  12725  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=silent stage=lazy-check status=expired
2026-08-20 10:28:19.464026+0200 0x7dd92a   Default     0x0                  12725  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=locked
2026-08-20 10:28:19.495140+0200 0x7dd92a   Default     0x0                  12725  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-delete status=-25300
2026-08-20 10:28:19.495165+0200 0x7dd92a   Default     0x0                  12725  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=interactive stage=lazy-check status=expired
2026-08-20 10:28:19.495173+0200 0x7dd92a   Default     0x0                  12725  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=lock-check status=locked
