## Run 1 -- unexpired (real biometric unlock, immediate silent fill)
RUN1-XCODEBUILD-EXIT: 0
getpwuid_r did not find a match for uid 501
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-08-20 16:34:26.245228+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=unlocked
2026-08-20 16:34:26.250834+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=cache-lookup status=ok
2026-08-20 16:34:26.256152+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 16:34:26.262640+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=sessionkey status=ok
2026-08-20 16:34:26.263532+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=decrypt status=ok
2026-08-20 16:34:26.264722+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=matcher status=accepted
2026-08-20 16:34:26.264741+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=fill status=ok
2026-08-20 16:34:26.265453+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=activity-refresh writer=extension
2026-08-20 16:34:26.612230+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=upsert-one status=ok
2026-08-20 16:34:26.612257+0200 0x967b90   Default     0x0                  62856  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=self-heal status=ok record=e41-lock-item-41-07

## Run 2 -- artificially expired (marker offset -10800s, applied by the same real unlock)
RUN2-XCODEBUILD-EXIT: 0
getpwuid_r did not find a match for uid 501
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-08-20 16:35:17.433329+0200 0x969068   Default     0x0                  63991  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-launch-read writer=extension bootMatch=true
2026-08-20 16:35:18.270338+0200 0x969068   Default     0x0                  63991  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=secretA digest=611d20e79c0b2c17d91c042331d86447696f152d35e6732014b09bfc15075ea4
2026-08-20 16:35:18.281509+0200 0x969068   Default     0x0                  63991  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=cache itemId=e41-lock-item-41-07
2026-08-20 16:35:18.663612+0200 0x969068   Default     0x0                  63991  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 16:35:18.682047+0200 0x969068   Default     0x0                  63991  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 16:35:18.682186+0200 0x969068   Default     0x0                  63991  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41LOCK|stage=seed status=ok step=identity
2026-08-20 16:35:24.826903+0200 0x969203   Default     0x0                  64043  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-launch-read writer=extension bootMatch=true
2026-08-20 16:35:25.442274+0200 0x969203   Default     0x0                  64043  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=host-unlock stage=lazy-check status=unlocked
2026-08-20 16:35:25.981910+0200 0x969203   Default     0x0                  64043  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=host-unlock bootSessionId=73E495F0-1521-4620-8FEA-6D4063FA82CB
2026-08-20 16:35:34.247851+0200 0x969203   Default     0x0                  64043  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=sessionkey-delete status=0
2026-08-20 16:35:34.248922+0200 0x969203   Default     0x0                  64043  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=host-foreground stage=lazy-check status=expired
2026-08-20 16:35:34.249220+0200 0x969203   Default     0x0                  64043  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=sessionkey-delete status=-25300
2026-08-20 16:35:34.249505+0200 0x969203   Default     0x0                  64043  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|stage=explicit-lock
2026-08-20 16:35:51.925875+0200 0x969c6e   Default     0x0                  64497  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=silent stage=lazy-check status=indeterminate
2026-08-20 16:35:51.925904+0200 0x969c6e   Default     0x0                  64497  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=locked
2026-08-20 16:35:51.956346+0200 0x969c6e   Default     0x0                  64497  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVLOCK|entry=interactive stage=lazy-check status=indeterminate
2026-08-20 16:35:51.956354+0200 0x969c6e   Default     0x0                  64497  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=lock-check status=locked
