getpwuid_r did not find a match for uid 501
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-08-20 04:52:03.369623+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=cache-lookup status=ok
2026-08-20 04:52:03.373068+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 04:52:03.380997+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=sessionkey status=ok
2026-08-20 04:52:03.381664+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=decrypt status=fail
2026-08-20 04:52:03.415508+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=lock-check status=unlocked
2026-08-20 04:52:03.415527+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 04:52:03.415861+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=cache-lookup status=ok
2026-08-20 04:52:03.417601+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 04:52:03.417823+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=sessionkey status=ok
2026-08-20 04:52:03.417850+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=decrypt status=fail
FALSIFICATION-1 PASS: the fill correctly FAILED with a mutated revision (test exit 65)

## Falsification 2 -- revision key omitted from cache record (expect named decoder error)
getpwuid_r did not find a match for uid 501
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-08-20 04:51:47.591039+0200 0x700ec0   Default     0x0                  75707  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=seed status=ok step=lockmarker
2026-08-20 04:51:47.594947+0200 0x700ec0   Default     0x0                  75707  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=seed status=ok step=sessionkey digest=4c99de42fea4ac61ac37b8d3261a7fc8b4c84cc21b2c3405f200b642bb21a64e
2026-08-20 04:51:47.604393+0200 0x700ec0   Default     0x0                  75707  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=seed status=ok step=cache itemId=tracer-item-41-03
2026-08-20 04:51:47.966777+0200 0x700ec0   Default     0x0                  75707  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 04:51:47.983862+0200 0x700ec0   Default     0x0                  75707  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 04:51:47.983950+0200 0x700ec0   Default     0x0                  75707  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=seed status=ok step=identity
2026-08-20 04:52:03.361066+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=unlocked
2026-08-20 04:52:03.365573+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 04:52:03.369623+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=cache-lookup status=ok
2026-08-20 04:52:03.373068+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 04:52:03.380997+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=sessionkey status=ok
2026-08-20 04:52:03.381664+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=decrypt status=fail
2026-08-20 04:52:03.415508+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=lock-check status=unlocked
2026-08-20 04:52:03.415527+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 04:52:03.415861+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=cache-lookup status=ok
2026-08-20 04:52:03.417601+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 04:52:03.417823+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=sessionkey status=ok
2026-08-20 04:52:03.417850+0200 0x70124a   Default     0x0                  75839  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=decrypt status=fail
2026-08-20 04:52:48.350634+0200 0x702be6   Default     0x0                  76321  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=seed status=ok step=lockmarker
2026-08-20 04:52:48.353965+0200 0x702be6   Default     0x0                  76321  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=seed status=ok step=sessionkey digest=966c097b1977de0ef1835393194f856f31571a23ea5b488a7418159d707cffc2
2026-08-20 04:52:48.357762+0200 0x702be6   Default     0x0                  76321  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=seed status=ok step=cache-omit-revision itemId=tracer-item-41-03
2026-08-20 04:52:48.749572+0200 0x702be6   Default     0x0                  76321  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=state supportsIncrementalUpdates=true
2026-08-20 04:52:48.766254+0200 0x702be6   Default     0x0                  76321  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=republish status=ok count=1 mode=incremental
2026-08-20 04:53:04.142547+0200 0x702fce   Default     0x0                  76459  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=lock-check status=unlocked
2026-08-20 04:53:04.147287+0200 0x702fce   Default     0x0                  76459  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 04:53:04.150692+0200 0x702fce   Default     0x0                  76459  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=silent stage=cache-lookup status=fail error=cache record missing revision
2026-08-20 04:53:04.181604+0200 0x702fce   Default     0x0                  76459  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=lock-check status=unlocked
2026-08-20 04:53:04.181623+0200 0x702fce   Default     0x0                  76459  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=diagnose-target identifier=127.0.0.1 type=ASCredentialServiceIdentifierType(rawValue: 0)
2026-08-20 04:53:04.182041+0200 0x702fce   Default     0x0                  76459  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|entry=interactive stage=cache-lookup status=fail error=cache record missing revision
FALSIFICATION-2 PASS: the fill correctly FAILED with a missing revision key (test exit 65)

BASELINE: PASS (xcodebuild test exit 0) -- see /var/folders/pm/7cfyh_553n554l9880l7y2rw0000gn/T/tmp.LtBpiTvqkA
