getpwuid_r did not find a match for uid 501
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-08-20 07:14:41.046186+0200 0x75fa24   Default     0x0                  25892  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=write-digest field=revision digest=6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b
2026-08-20 07:14:41.053954+0200 0x75fa24   Default     0x0                  25892  0    PasskeyVault: (PasskeyVault.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=write-companion status=ok
2026-08-20 07:15:01.844990+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=read-digest field=encKey.nonce digest=60efd4e25ee7a6f3780a66b813336df29a99558013ebf43ff47a2cca51162c56
2026-08-20 07:15:01.845051+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=read-digest field=encKey.ciphertext digest=4276429c6b0cb0dc52a24d04c6ec488ba041fa716a84b96a3bab0689bbb55d62
2026-08-20 07:15:01.845098+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=read-digest field=encData.nonce digest=5bbb8f90f7237cee03fb2f5dcab2f4a803524e79972748c227e2bfab071cecff
2026-08-20 07:15:01.845144+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=read-digest field=encData.ciphertext digest=02125f2d9428f5490846a181540c940738a770c5e45b6fdeb11e44e8b5795fbe
2026-08-20 07:15:01.845189+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=read-digest field=itemId digest=e8221e26cd8ac41ca7132c6925428b63935b974dc195c4d94514efb170126135
2026-08-20 07:15:01.845240+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=read-digest field=revision digest=6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b
2026-08-20 07:15:01.845669+0200 0x75fd44   Error       0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=cache-decode field=encKey status=malformed
2026-08-20 07:15:01.845685+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=wrong-encoding-rejection status=rejected error=cache record's encKey is not valid wire JSON
2026-08-20 07:15:01.845948+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-6|stage=missing-revision-rejection status=rejected error=cache record missing revision
2026-08-20 07:15:02.083679+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|stage=sessionkey-read status=ok len=32
2026-08-20 07:15:02.085599+0200 0x75fd44   Default     0x0                  25915  0    PasskeyVaultAutoFill: (PasskeyVaultAutoFill.debug.dylib) [cloud.blonie.PasskeyVault:fill] PVFILL|E41-2|stage=rebuild status=no-cache
